# capturedAtLocal=2026-09-24T23:01:19.3155160+02:00
# mapName=<unknown>
# mapFile=E:\ProgrammeE\Steam\steamapps\common\Stronghold Crusader Definitive Edition\Stronghold Crusader Definitive Edition_Data\StreamingAssets\Maps\CrusadesCrossing.map
# mapFileSha256=b5ab8bcc5c4c2783697eef4bbe692ae829b2c7d59c4aff540f79e140c49417fe
# nativeDllSha256=fbcb93195fc7efca9bdac5204852efdd76f9818f59a6711750d77c9cef2831e2
# preBuildSetting=1
# playerId=3
# orientation=0
# keepX=510
# keepY=495
# occupiedCells=1199
tileId	buildingId	ownerId	terrainFlags
102356	74	0	33792
102357	74	0	33792
102358	74	0	33792
102359	74	0	33792
102360	74	0	33792
102997	74	0	33792
102998	74	0	33792
102999	74	0	33792
103000	74	0	33792
103001	74	0	33792
103640	74	0	33792
103641	74	0	33792
103642	74	0	33792
103643	74	0	33792
103644	74	0	33792
104285	74	0	33792
104286	74	0	33792
104287	74	0	33792
104288	74	0	33792
104289	74	0	33792
104932	74	0	33792
104933	74	0	33792
104934	74	0	33792
104935	74	0	33792
104936	74	0	33792
114369	85	0	33792
114371	77	0	33792
114372	77	0	33792
114373	77	0	33792
114374	77	0	33792
115048	77	0	33792
115049	77	0	33792
115050	77	0	33792
115051	77	0	33792
115727	77	0	33792
115728	77	0	33792
115729	77	0	33792
115730	77	0	33792
116399	76	0	33792
116400	76	0	33792
116401	76	0	33792
116402	76	0	33792
116408	77	0	33792
116409	77	0	33792
116410	77	0	33792
116411	77	0	33792
116413	81	0	33792
116414	81	0	33792
117082	76	0	33792
117083	76	0	33792
117084	76	0	33792
117085	76	0	33792
117096	81	0	33792
117097	81	0	33792
117108	90	0	33792
117767	76	0	33792
117768	76	0	33792
117769	76	0	33792
117770	76	0	33792
117771	88	0	33792
117779	89	0	33792
118454	76	0	33792
118455	76	0	33792
118456	76	0	33792
118457	76	0	33792
118478	86	0	33792
118483	79	0	33792
118484	79	0	33792
119141	84	0	33792
119172	79	0	33792
119173	79	0	33792
119175	92	0	33792
119835	87	0	33792
119837	82	0	33792
119838	82	0	33792
119842	83	0	33792
120530	82	0	33792
120531	82	0	33792
120555	78	0	33792
120556	78	0	33792
120562	91	0	33792
121250	78	0	33792
121251	78	0	33792
121255	80	0	33792
121256	80	0	33792
121388	108	0	33792
121952	80	0	33792
121953	80	0	33792
122088	103	0	33792
122089	103	0	33792
122090	103	0	33792
122091	103	0	33792
122092	103	0	33792
122787	103	0	33792
122788	103	0	33792
122789	103	0	33792
122790	103	0	33792
122791	103	0	33792
123488	103	0	33792
123489	103	0	33792
123490	103	0	33792
123491	103	0	33792
123492	103	0	33792
123494	109	0	33792
124191	103	0	33792
124192	103	0	33792
124193	103	0	33792
124194	103	0	33792
124195	103	0	33792
124896	103	0	33792
124897	103	0	33792
124898	103	0	33792
124899	103	0	33792
124900	103	0	33792
126313	105	0	33792
127030	104	0	33792
127741	106	0	33792
127742	106	0	33792
128451	107	0	33792
128456	106	0	33792
128457	106	0	33792
130609	102	0	33792
130610	102	0	33792
130611	102	0	33792
130612	102	0	33792
130613	102	0	33792
130614	102	0	33792
130615	102	0	33792
131332	102	0	33792
131333	102	0	33792
131334	102	0	33792
131335	102	0	33792
131336	102	0	33792
131337	102	0	33792
131338	102	0	33792
132057	102	0	33792
132058	102	0	33792
132059	102	0	33792
132060	102	0	33792
132061	102	0	33792
132062	102	0	33792
132063	102	0	33792
132784	102	0	33792
132785	102	0	33792
132786	102	0	33792
132787	102	0	33792
132788	102	0	33792
132789	102	0	33792
132790	102	0	33792
133512	111	0	33792
133513	102	0	33792
133514	102	0	33792
133515	102	0	33792
133516	102	0	33792
133517	102	0	33792
133518	102	0	33792
133519	102	0	33792
134244	102	0	33792
134245	102	0	33792
134246	102	0	33792
134247	102	0	33792
134248	102	0	33792
134249	102	0	33792
134250	102	0	33792
134254	110	0	33792
134977	102	0	33792
134978	102	0	33792
134979	102	0	33792
134980	102	0	33792
134981	102	0	33792
134982	102	0	33792
134983	102	0	33792
149481	1	0	268468224
149482	1	0	268468224
149483	1	0	268468224
149484	1	0	268468224
149485	1	0	268468224
149486	1	0	268468224
149487	1	0	268468224
150256	1	0	268468224
150257	1	0	268468224
150258	1	0	268468224
150259	1	0	268468224
150260	1	0	268468224
150261	1	0	268468224
150262	1	0	268468224
151033	1	0	268468224
151034	1	0	268468224
151035	1	0	268468224
151036	1	0	268468224
151037	1	0	268468224
151038	1	0	268468224
151039	1	0	268468224
151040	6	0	1282
151041	6	0	1282
151043	7	0	1282
151044	7	0	1282
151812	1	0	268468224
151813	1	0	268468224
151814	1	0	268468224
151815	1	0	268468224
151816	1	0	268468224
151817	1	0	268468224
151818	1	0	268468224
151819	6	0	1282
151820	6	0	34050
151822	7	0	34050
151823	7	0	1282
152593	1	0	268468224
152594	1	0	268468224
152595	1	0	268468224
152596	1	0	268468224
152597	1	0	268468224
152598	1	0	268468224
152599	1	0	268468224
153376	1	0	268468224
153377	1	0	268468224
153378	1	0	268468224
153379	1	0	268468224
153380	1	0	268468224
153381	1	0	268468224
153382	1	0	268468224
153383	8	0	1282
153384	8	0	34050
153386	9	0	34050
153387	9	0	1282
154161	1	0	268468224
154162	1	0	268468224
154163	1	0	268468224
154164	1	0	268468224
154165	1	0	268468224
154166	1	0	268468224
154167	1	0	268468224
154168	8	0	1282
154169	8	0	1282
154171	9	0	1282
154172	9	0	1282
154950	2	0	33792
154951	3	0	32768
154952	4	0	33792
155737	5	0	32768
155738	5	0	32768
155739	5	0	32768
155740	5	0	32768
155741	5	0	32768
155742	5	0	32768
155743	5	0	32768
156528	5	0	32768
156529	5	0	32768
156530	5	0	32768
156531	5	0	32768
156532	5	0	32768
156533	5	0	32768
156534	5	0	32768
157321	5	0	32768
157322	5	0	32768
157323	5	0	32768
157324	5	0	33792
157325	5	0	32768
157326	5	0	32768
157327	5	0	32768
158116	5	0	32768
158117	5	0	32768
158118	5	0	33792
158119	5	0	33792
158120	5	0	33792
158121	5	0	32768
158122	5	0	32768
158913	5	0	32768
158914	5	0	32768
158915	5	0	32768
158916	5	0	33792
158917	5	0	32768
158918	5	0	32768
158919	5	0	32768
159712	5	0	32768
159713	5	0	32768
159714	5	0	32768
159715	5	0	32768
159716	5	0	32768
159717	5	0	32768
159718	5	0	32768
160512	5	0	32768
160513	5	0	32768
160514	5	0	32768
160515	5	0	32768
160516	5	0	32768
160517	5	0	32768
160518	5	0	32768
165085	73	0	33792
165086	73	0	33792
165087	73	0	33792
165088	73	0	33792
165089	73	0	33792
165874	73	0	33792
165875	73	0	33792
165876	73	0	33792
165877	73	0	33792
165878	73	0	33792
166557	93	0	33792
166558	93	0	33792
166560	94	0	33792
166561	94	0	33792
166661	73	0	33792
166662	73	0	33792
166663	73	0	33792
166664	73	0	33792
166665	73	0	33792
167340	98	0	33792
167342	93	0	33792
167343	93	0	33792
167345	94	0	33792
167346	94	0	33792
167446	73	0	33792
167447	73	0	33792
167448	73	0	33792
167449	73	0	33792
167450	73	0	33792
168229	73	0	33792
168230	73	0	33792
168231	73	0	33792
168232	73	0	33792
168233	73	0	33792
168908	96	0	33792
168909	95	0	33792
170468	97	0	33792
172029	99	0	33792
172030	99	0	33792
172032	100	0	33792
172033	100	0	33792
172800	99	0	33792
172801	99	0	33792
172803	100	0	33792
172804	100	0	33792
181173	101	0	33792
181174	101	0	33792
181175	101	0	33792
181176	101	0	33792
181177	101	0	33792
181178	101	0	33792
181920	101	0	33792
181921	101	0	33792
181922	101	0	33792
181923	101	0	33792
181924	101	0	33792
181925	101	0	33792
182665	101	0	33792
182666	101	0	33792
182667	101	0	33792
182668	101	0	33792
182669	101	0	33792
182670	101	0	33792
183408	101	0	33792
183409	101	0	33792
183410	101	0	33792
183411	101	0	33792
183412	101	0	33792
183413	101	0	33792
184149	101	0	33792
184150	101	0	33792
184151	101	0	33792
184152	101	0	33792
184153	101	0	33792
184154	101	0	33792
184888	101	0	33792
184889	101	0	33792
184890	101	0	33792
184891	101	0	33792
184892	101	0	33792
184893	101	0	33792
205353	49	0	33792
205354	49	0	268468224
205355	49	0	268468224
205356	49	0	268468224
205357	49	0	268468224
205358	49	0	1024
206023	52	0	33792
206024	52	0	33792
206025	52	0	33792
206026	52	0	33792
206027	52	0	33792
206028	52	0	33792
206032	49	0	268468224
206033	49	0	268468224
206034	49	0	268468224
206035	49	0	268468224
206036	49	0	268468224
206037	49	0	268468224
206700	52	0	33792
206701	52	0	33792
206702	52	0	33792
206703	52	0	33792
206704	52	0	33792
206705	52	0	33792
206709	49	0	268468224
206710	49	0	268468224
206711	49	0	268468224
206712	49	0	268468224
206713	49	0	268468224
206714	49	0	268468224
207375	52	0	33792
207376	52	0	33792
207377	52	0	33792
207378	52	0	33792
207379	52	0	33792
207380	52	0	33792
207384	49	0	268468224
207385	49	0	268468224
207386	49	0	268468224
207387	49	0	268468224
207388	49	0	268468224
207389	49	0	268468224
208048	52	0	33792
208049	52	0	33792
208050	52	0	33792
208051	52	0	33792
208052	52	0	33792
208053	52	0	33792
208057	49	0	268468224
208058	49	0	268468224
208059	49	0	268468224
208060	49	0	268468224
208061	49	0	268468224
208062	49	0	268468224
208719	52	0	33792
208720	52	0	33792
208721	52	0	33792
208722	52	0	33792
208723	52	0	33792
208724	52	0	33792
208728	49	0	33792
208729	49	0	268468224
208730	49	0	268468224
208731	49	0	268468224
208732	49	0	268468224
208733	49	0	33792
209388	52	0	33792
209389	52	0	33792
209390	52	0	33792
209391	52	0	33792
209392	52	0	33792
209393	52	0	33792
210721	42	0	33792
210722	42	0	33792
210723	42	0	33792
210724	42	0	33792
210725	42	0	33792
210726	43	0	32768
210727	43	0	32768
210728	43	0	32768
210729	43	0	32768
210730	43	0	32768
211384	42	0	33792
211385	42	0	33792
211386	42	0	33792
211387	42	0	33792
211388	42	0	33792
211389	43	0	32768
211390	43	0	32768
211391	43	0	32768
211392	43	0	32768
211393	43	0	32768
212045	42	0	33792
212046	42	0	33792
212047	42	0	33792
212048	42	0	33792
212049	42	0	33792
212050	43	0	32768
212051	43	0	32768
212052	43	0	32768
212053	43	0	32768
212054	43	0	32768
212704	42	0	33792
212705	42	0	33792
212706	42	0	33792
212707	42	0	33792
212708	42	0	33792
212709	43	0	32768
212710	43	0	32768
212711	43	0	32768
212712	43	0	32768
212713	43	0	32768
213361	42	0	33792
213362	42	0	33792
213363	42	0	33792
